gene_name	module_nr	module_type	module_subtype	module_substrate	nr_iterations	domain_type	domain_subtype	domain_name	domain_used	domain_active
sorB	9	PKS	PKS_TRANS	**Unknown**	1	Trans-AT_docking	None	None	True	True
sorB	9	PKS	PKS_TRANS	**Unknown**	1	PKS_DH2	None	None	True	True
sorB	9	PKS	PKS_TRANS	**Unknown**	1	KR	None	None	True	True
sorB	9	PKS	PKS_TRANS	**Unknown**	1	CP	None	None	True	True
sorB	10	PKS	PKS_TRANS	**Unknown**	1	KS	RED	None	True	True
sorB	10	PKS	PKS_TRANS	**Unknown**	1	Trans-AT_docking	None	None	True	True
sorC	10	PKS	PKS_TRANS	**Unknown**	1	PKS_DH2	None	None	True	True
sorC	10	PKS	PKS_TRANS	**Unknown**	1	CP	None	None	True	True
sorC	11	PKS	PKS_TRANS	**Unknown**	1	KS	DB	None	True	True
sorC	11	PKS	PKS_TRANS	**Unknown**	1	Trans-AT_docking	None	None	True	True
sorC	11	PKS	PKS_TRANS	**Unknown**	1	KR	C2	None	False	False
sorD	11	PKS	PKS_TRANS	**Unknown**	1	MT	None	None	True	True
sorD	11	PKS	PKS_TRANS	**Unknown**	1	ACP_beta	None	None	True	True
sorD	12	PKS	PKS_TRANS	**Unknown**	1	KS	ALPHABETA_OH	None	True	True
sorD	12	PKS	PKS_TRANS	**Unknown**	1	Trans-AT_docking	None	None	True	True
sorD	12	PKS	PKS_TRANS	**Unknown**	1	KR	None	None	True	True
sorD	12	PKS	PKS_TRANS	**Unknown**	1	CP	None	None	True	True
sorD	13	PKS	PKS_TRANS	**Unknown**	1	KS	BETA_D_OH	None	True	True
sorD	13	PKS	PKS_TRANS	**Unknown**	1	Trans-AT_docking	None	None	True	True
sorD	13	PKS	PKS_TRANS	**Unknown**	1	KR	C2	None	False	False
sorE	13	PKS	PKS_TRANS	**Unknown**	1	MT	None	None	True	True
sorE	13	PKS	PKS_TRANS	**Unknown**	1	ACP	None	None	True	True
sorE	14	PKS	PKS_TRANS	**Unknown**	1	KS	ALPHAME_BETAOH	None	True	True
sorE	14	PKS	PKS_TRANS	**Unknown**	1	Trans-AT_docking	None	None	True	True
sorE	14	PKS	PKS_TRANS	**Unknown**	1	PKS_DH2	None	None	True	True
sorE	14	PKS	PKS_TRANS	**Unknown**	1	PS	None	None	True	True
sorE	14	PKS	PKS_TRANS	**Unknown**	1	KR	None	None	True	True
sorE	14	PKS	PKS_TRANS	**Unknown**	1	ACP	None	None	True	True
sorE	15	PKS	PKS_TRANS	**Unknown**	1	KS	PYR	None	True	True
sorE	15	PKS	PKS_TRANS	**Unknown**	1	Trans-AT_docking	None	None	True	True
sorE	15	PKS	PKS_TRANS	**Unknown**	1	PKS_DH2	None	None	True	True
sorE	15	PKS	PKS_TRANS	**Unknown**	1	KR	None	None	True	True
sorE	15	PKS	PKS_TRANS	**Unknown**	1	ACP	None	None	True	True
sorE	16	PKS	PKS_TRANS	**Unknown**	1	KS	EDB	None	True	True
sorE	16	PKS	PKS_TRANS	**Unknown**	1	Trans-AT_docking	None	None	True	True
sorE	16	PKS	PKS_TRANS	**Unknown**	1	PKS_DH2	None	None	True	True
sorE	16	PKS	PKS_TRANS	**Unknown**	1	KR	C2	None	False	False
sorG	17	PKS	PKS_TRANS	**Unknown**	1	KS	ALPHAME_BETA_OH	None	True	True
sorG	17	PKS	PKS_TRANS	**Unknown**	1	Trans-AT_docking	None	None	True	True
sorG	17	PKS	PKS_TRANS	**Unknown**	1	CP	None	None	True	True
sorG	18	PKS	PKS_TRANS	**Unknown**	1	KS	BETA_D_OH	None	True	True
sorG	18	PKS	PKS_TRANS	**Unknown**	1	Trans-AT_docking	None	None	True	True
sorG	18	PKS	PKS_TRANS	**Unknown**	1	PKS_DH2	None	None	True	True
sorG	18	PKS	PKS_TRANS	**Unknown**	1	PS	None	None	True	True
sorH	18	PKS	PKS_TRANS	**Unknown**	1	KR	None	None	True	True
sorH	18	PKS	PKS_TRANS	**Unknown**	1	ACP	None	None	True	True
sorH	19	PKS	PKS_TRANS	**Unknown**	1	KS	PYR	None	True	True
sorH	19	PKS	PKS_TRANS	**Unknown**	1	Trans-AT_docking	None	None	True	True
sorH	19	PKS	PKS_TRANS	**Unknown**	1	PKS_DH2	None	None	True	True
sorH	19	PKS	PKS_TRANS	**Unknown**	1	KR	None	None	True	True
sorH	19	PKS	PKS_TRANS	**Unknown**	1	ACP	None	None	True	True
sorH	20	PKS	PKS_TRANS	**Unknown**	1	KS	EDB	None	True	True
sorH	20	PKS	PKS_TRANS	**Unknown**	1	Trans-AT_docking	None	None	True	True
sorH	20	PKS	PKS_TRANS	**Unknown**	1	KR	None	None	True	True
sorH	20	PKS	PKS_TRANS	**Unknown**	1	ACP	None	None	True	True
sorH	21	PKS	PKS_TRANS	**Unknown**	1	KS	NON_ELONGATING_BETA_OH	None	True	True
sorI	21	PKS	PKS_TRANS	**Unknown**	1	PKS_DH2	None	None	True	True
sorI	21	PKS	PKS_TRANS	**Unknown**	1	CP	None	None	True	True
sorI	22	PKS	PKS_TRANS	**Unknown**	1	KS	EDB	None	True	True
sorI	22	PKS	PKS_TRANS	**Unknown**	1	Trans-AT_docking	None	None	True	True
sorI	22	PKS	PKS_TRANS	**Unknown**	1	PKS_DH2	None	None	True	True
sorI	22	PKS	PKS_TRANS	**Unknown**	1	KR	None	None	True	True
sorI	22	PKS	PKS_TRANS	**Unknown**	1	ACP	None	None	True	True
sorI	23	PKS	PKS_TRANS	**Unknown**	1	KS	NON_ELONGATING_DB	None	True	True
sorI	23	PKS	PKS_TRANS	**Unknown**	1	PKS_DHt	None	None	True	True
